Accession,Length,Family,Subfamily,Domains,Seperators
XP_023838292,383,8.B.13,8.B.13.2,"[('CDD:429497', 27, 103, 58.9), ('CDD:129004', 44, 105, 45.9), ('CDD:438666', 141, 198, 93.0), ('CDD:438639', 143, 195, 61.1), ('CDD:438641', 143, 196, 55.0), ('CDD:438644', 143, 195, 62.9), ('CDD:438646', 143, 195, 77.5), ('CDD:438654', 143, 195, 76.3), ('CDD:438660', 143, 195, 68.6), ('CDD:438664', 143, 195, 89.8), ('CDD:438670', 143, 195, 57.6), ('CDD:438672', 143, 195, 73.2), ('CDD:438673', 143, 195, 63.4), ('CDD:438663', 144, 196, 60.7), ('CDD:197529', 145, 195, 81.9), ('CDD:425421', 145, 195, 86.2), ('CDD:438633', 145, 195, 90.7), ('CDD:438635', 145, 195, 65.0), ('CDD:438636', 145, 195, 63.8), ('CDD:438637', 145, 196, 65.4), ('CDD:438638', 145, 197, 62.8), ('CDD:438640', 145, 195, 60.9), ('CDD:438642', 145, 197, 70.2), ('CDD:438643', 145, 195, 71.7), ('CDD:438645', 145, 195, 52.9), ('CDD:438649', 145, 195, 70.1), ('CDD:438650', 145, 195, 60.9), ('CDD:438651', 145, 195, 70.4), ('CDD:438652', 145, 195, 59.4), ('CDD:438656', 145, 195, 64.3), ('CDD:438658', 145, 195, 67.3), ('CDD:438659', 145, 196, 80.0), ('CDD:438661', 145, 195, 66.4), ('CDD:438662', 145, 195, 47.6), ('CDD:438665', 145, 195, 80.9), ('CDD:438667', 145, 200, 83.3), ('CDD:438669', 145, 195, 63.6), ('CDD:438671', 145, 195, 61.5), ('CDD:438674', 145, 195, 58.0), ('CDD:438675', 145, 195, 70.2), ('CDD:438676', 145, 195, 75.6), ('CDD:438678', 145, 195, 59.6), ('CDD:438679', 145, 195, 63.5), ('CDD:438680', 145, 195, 73.2), ('CDD:438681', 145, 195, 62.2), ('CDD:438653', 148, 197, 39.6), ('CDD:438657', 151, 196, 65.8), ('CDD:438647', 152, 195, 59.4), ('CDD:438648', 152, 195, 46.2), ('CDD:438655', 152, 195, 40.7), ('CDD:438677', 152, 195, 63.3), ('CDD:197529', 249, 301, 83.1), ('CDD:438639', 249, 301, 66.5), ('CDD:438640', 249, 301, 65.1), ('CDD:438641', 249, 301, 67.7), ('CDD:438644', 249, 301, 65.6), ('CDD:438646', 249, 301, 75.2), ('CDD:438647', 249, 301, 69.8), ('CDD:438654', 249, 301, 63.2), ('CDD:438657', 249, 301, 58.5), ('CDD:438659', 249, 301, 68.0), ('CDD:438660', 249, 301, 66.6), ('CDD:438664', 249, 301, 68.3), ('CDD:438665', 249, 301, 78.2), ('CDD:438670', 249, 301, 58.4), ('CDD:438672', 249, 301, 66.6), ('CDD:438673', 249, 301, 64.9), ('CDD:425421', 250, 301, 85.8), ('CDD:438638', 250, 303, 62.5), ('CDD:438643', 250, 301, 60.9), ('CDD:438649', 250, 301, 60.4), ('CDD:438633', 251, 301, 89.1), ('CDD:438635', 251, 301, 65.0), ('CDD:438636', 251, 301, 57.6), ('CDD:438637', 251, 301, 69.7), ('CDD:438642', 251, 303, 67.9), ('CDD:438645', 251, 301, 67.6), ('CDD:438648', 251, 301, 56.6), ('CDD:438650', 251, 301, 60.5), ('CDD:438651', 251, 301, 74.6), ('CDD:438652', 251, 301, 54.4), ('CDD:438656', 251, 302, 73.9), ('CDD:438658', 251, 301, 58.1), ('CDD:438661', 251, 301, 64.5), ('CDD:438662', 251, 301, 52.6), ('CDD:438663', 251, 301, 55.3), ('CDD:438666', 251, 303, 79.1), ('CDD:438667', 251, 303, 79.9), ('CDD:438669', 251, 301, 50.5), ('CDD:438671', 251, 301, 61.5), ('CDD:438674', 251, 301, 56.1), ('CDD:438675', 251, 301, 65.5), ('CDD:438676', 251, 301, 71.0), ('CDD:438678', 251, 301, 67.7), ('CDD:438679', 251, 301, 66.6), ('CDD:438680', 251, 301, 81.7), ('CDD:438681', 251, 301, 64.1), ('CDD:438677', 256, 301, 65.2), ('CDD:438653', 260, 303, 37.7)]","[('CDD:438633 to END', 304, 383)]"
XP_020356628,528,8.B.13,8.B.13.2,"[('CDD:129004', 48, 139, 84.4), ('CDD:429497', 50, 138, 120.0), ('CDD:439427', 142, 258, 47.7), ('CDD:436824', 160, 248, 55.0), ('CDD:238084', 162, 248, 45.2), ('CDD:366875', 162, 250, 49.8), ('CDD:214510', 171, 248, 39.7), ('CDD:438666', 253, 311, 138.0), ('CDD:438647', 254, 308, 60.5), ('CDD:438640', 255, 309, 53.5), ('CDD:438639', 256, 308, 62.7), ('CDD:438641', 256, 308, 41.9), ('CDD:438644', 256, 308, 59.1), ('CDD:438646', 256, 308, 74.0), ('CDD:438651', 256, 308, 68.1), ('CDD:438654', 256, 308, 61.7), ('CDD:438657', 256, 309, 67.0), ('CDD:438664', 256, 308, 91.4), ('CDD:438665', 256, 308, 76.6), ('CDD:438670', 256, 308, 46.1), ('CDD:438672', 256, 308, 55.1), ('CDD:438673', 256, 308, 44.9), ('CDD:438667', 257, 312, 72.9), ('CDD:438677', 257, 308, 52.9), ('CDD:197529', 258, 308, 73.8), ('CDD:425421', 258, 308, 76.9), ('CDD:438633', 258, 308, 81.1), ('CDD:438635', 258, 308, 65.7), ('CDD:438636', 258, 308, 52.2), ('CDD:438637', 258, 308, 60.4), ('CDD:438638', 258, 310, 54.8), ('CDD:438642', 258, 310, 59.0), ('CDD:438643', 258, 308, 61.7), ('CDD:438645', 258, 308, 58.7), ('CDD:438648', 258, 308, 40.0), ('CDD:438649', 258, 308, 61.6), ('CDD:438652', 258, 308, 59.0), ('CDD:438656', 258, 308, 58.5), ('CDD:438658', 258, 308, 61.9), ('CDD:438659', 258, 308, 76.5), ('CDD:438660', 258, 308, 63.9), ('CDD:438661', 258, 308, 59.1), ('CDD:438663', 258, 308, 53.3), ('CDD:438669', 258, 308, 54.0), ('CDD:438671', 258, 308, 48.0), ('CDD:438674', 258, 308, 42.6), ('CDD:438675', 258, 309, 57.8), ('CDD:438676', 258, 308, 73.7), ('CDD:438678', 258, 308, 52.6), ('CDD:438679', 258, 308, 45.4), ('CDD:438680', 258, 308, 56.2), ('CDD:438681', 258, 308, 43.7), ('CDD:438650', 265, 308, 53.6), ('CDD:438668', 272, 308, 39.9), ('CDD:395011', 335, 370, 42.6), ('CDD:197566', 336, 367, 44.9), ('CDD:238060', 336, 370, 48.4), ('CDD:438663', 390, 443, 49.5), ('CDD:197529', 391, 442, 73.1), ('CDD:425421', 391, 443, 74.2), ('CDD:438660', 391, 442, 63.9), ('CDD:438664', 391, 442, 58.6), ('CDD:438666', 391, 443, 71.0), ('CDD:438667', 391, 451, 125.0), ('CDD:438633', 392, 442, 74.1), ('CDD:438635', 392, 442, 55.0), ('CDD:438636', 392, 442, 56.1), ('CDD:438637', 392, 442, 62.7), ('CDD:438638', 392, 442, 57.1), ('CDD:438639', 392, 443, 52.3), ('CDD:438640', 392, 442, 47.8), ('CDD:438641', 392, 442, 54.2), ('CDD:438642', 392, 443, 50.2), ('CDD:438643', 392, 443, 52.4), ('CDD:438644', 392, 442, 51.7), ('CDD:438645', 392, 442, 57.9), ('CDD:438646', 392, 442, 56.3), ('CDD:438647', 392, 442, 60.2), ('CDD:438648', 392, 442, 56.2), ('CDD:438649', 392, 442, 55.4), ('CDD:438650', 392, 442, 62.4), ('CDD:438651', 392, 442, 62.7), ('CDD:438654', 392, 443, 56.3), ('CDD:438656', 392, 442, 50.4), ('CDD:438657', 392, 442, 49.6), ('CDD:438659', 392, 442, 57.6), ('CDD:438661', 392, 443, 46.4), ('CDD:438662', 392, 442, 50.6), ('CDD:438665', 392, 442, 62.0), ('CDD:438669', 392, 442, 41.7), ('CDD:438671', 392, 442, 68.5), ('CDD:438672', 392, 442, 64.3), ('CDD:438673', 392, 442, 66.1), ('CDD:438674', 392, 442, 56.9), ('CDD:438675', 392, 443, 60.1), ('CDD:438676', 392, 442, 56.4), ('CDD:438678', 392, 442, 68.4), ('CDD:438679', 392, 442, 63.5), ('CDD:438680', 392, 442, 75.9), ('CDD:438652', 394, 442, 50.9), ('CDD:438677', 396, 442, 50.2), ('CDD:438681', 398, 442, 65.3), ('CDD:438658', 399, 442, 54.2), ('CDD:438670', 399, 442, 51.9)]","[('CDD:438667 to END', 452, 528)]"
O43291,252,8.B.13,8.B.13.2,"[('CDD:438676', 34, 88, 69.5), ('CDD:438637', 35, 89, 59.6), ('CDD:438644', 35, 89, 64.4), ('CDD:438656', 35, 88, 66.2), ('CDD:197529', 36, 88, 81.2), ('CDD:438639', 36, 88, 63.0), ('CDD:438641', 36, 89, 55.4), ('CDD:438646', 36, 88, 78.2), ('CDD:438647', 36, 88, 77.5), ('CDD:438651', 36, 88, 67.7), ('CDD:438654', 36, 88, 66.3), ('CDD:438657', 36, 88, 64.3), ('CDD:438664', 36, 88, 113.0), ('CDD:438665', 36, 88, 84.3), ('CDD:438666', 36, 91, 96.5), ('CDD:438672', 36, 88, 58.1), ('CDD:438673', 36, 88, 58.0), ('CDD:438675', 36, 88, 59.4), ('CDD:425421', 37, 88, 84.6), ('CDD:438635', 37, 88, 76.5), ('CDD:438638', 37, 88, 53.6), ('CDD:438642', 37, 89, 62.9), ('CDD:438650', 37, 88, 59.7), ('CDD:438652', 37, 88, 76.7), ('CDD:438658', 37, 88, 66.9), ('CDD:438633', 38, 88, 84.9), ('CDD:438636', 38, 88, 57.6), ('CDD:438640', 38, 88, 50.8), ('CDD:438643', 38, 88, 67.8), ('CDD:438645', 38, 88, 54.5), ('CDD:438649', 38, 88, 65.8), ('CDD:438659', 38, 88, 67.3), ('CDD:438660', 38, 88, 55.9), ('CDD:438661', 38, 88, 60.2), ('CDD:438663', 38, 89, 65.7), ('CDD:438669', 38, 88, 57.5), ('CDD:438674', 38, 88, 50.3), ('CDD:438678', 38, 88, 65.7), ('CDD:438679', 38, 88, 57.0), ('CDD:438680', 38, 88, 65.9), ('CDD:438681', 38, 88, 53.7), ('CDD:438667', 43, 94, 76.8), ('CDD:438648', 45, 88, 47.0), ('CDD:438662', 45, 88, 43.3), ('CDD:438670', 45, 88, 52.2), ('CDD:438671', 45, 88, 51.5), ('CDD:438677', 45, 88, 59.4), ('CDD:438668', 51, 88, 39.6), ('CDD:438647', 129, 183, 74.0), ('CDD:438640', 130, 183, 52.4), ('CDD:438666', 130, 183, 88.0), ('CDD:438637', 131, 183, 55.4), ('CDD:438639', 131, 183, 51.5), ('CDD:438642', 131, 183, 59.4), ('CDD:438646', 131, 183, 72.5), ('CDD:438651', 131, 183, 64.6), ('CDD:438660', 131, 183, 60.1), ('CDD:438664', 131, 183, 76.7), ('CDD:438665', 131, 183, 109.0), ('CDD:425421', 132, 183, 76.9), ('CDD:438635', 132, 183, 66.5), ('CDD:438638', 132, 183, 49.0), ('CDD:438652', 132, 183, 54.8), ('CDD:438656', 132, 183, 61.2), ('CDD:438657', 132, 183, 54.2), ('CDD:438658', 132, 183, 48.8), ('CDD:197529', 133, 183, 75.0), ('CDD:438633', 133, 183, 78.0), ('CDD:438636', 133, 183, 49.1), ('CDD:438641', 133, 183, 58.1), ('CDD:438643', 133, 185, 69.0), ('CDD:438644', 133, 183, 54.4), ('CDD:438645', 133, 183, 56.4), ('CDD:438649', 133, 183, 62.4), ('CDD:438650', 133, 183, 75.9), ('CDD:438661', 133, 183, 66.8), ('CDD:438663', 133, 183, 50.6), ('CDD:438667', 133, 183, 79.5), ('CDD:438669', 133, 183, 44.4), ('CDD:438673', 133, 183, 54.5), ('CDD:438674', 133, 183, 47.2), ('CDD:438675', 133, 183, 53.6), ('CDD:438676', 133, 183, 54.8), ('CDD:438679', 133, 183, 54.3), ('CDD:438680', 133, 183, 70.1), ('CDD:438654', 139, 183, 65.9), ('CDD:438662', 139, 183, 44.5), ('CDD:438672', 139, 183, 53.9), ('CDD:438681', 139, 183, 51.8), ('CDD:438659', 140, 185, 61.9), ('CDD:438671', 140, 183, 55.4), ('CDD:438677', 140, 183, 55.2), ('CDD:438678', 140, 183, 58.4), ('CDD:438648', 148, 183, 55.8), ('CDD:438670', 148, 183, 47.2)]","[('CDD:438665 to END', 186, 252)]"
O88676,391,8.B.14,8.B.14.2,"[('CDD:214576', 85, 255, 106.0), ('CDD:239805', 88, 255, 205.0), ('CDD:425668', 88, 255, 158.0), ('CDD:239804', 106, 226, 49.7), ('CDD:239796', 108, 225, 51.3), ('CDD:239806', 115, 255, 41.3), ('CDD:238124', 117, 224, 46.0), ('CDD:239819', 117, 225, 40.1), ('CDD:239803', 166, 222, 42.7), ('CDD:435269', 209, 222, 40.7), ('CDD:426319', 255, 290, 37.4), ('CDD:214586', 256, 290, 41.2)]","[('BEGIN to CDD:239805', 1, 84), ('CDD:214586 to END', 291, 391)]"
O75900,390,8.B.14,8.B.14.2,"[('CDD:214576', 84, 254, 106.0), ('CDD:239805', 87, 254, 211.0), ('CDD:425668', 87, 254, 154.0), ('CDD:239796', 91, 240, 59.8), ('CDD:238124', 93, 223, 49.1), ('CDD:239819', 106, 227, 40.8), ('CDD:239803', 107, 248, 46.2), ('CDD:239804', 109, 223, 52.4), ('CDD:239806', 113, 254, 40.9), ('CDD:435269', 208, 221, 40.7), ('CDD:426319', 254, 289, 38.5), ('CDD:214586', 255, 289, 39.3)]","[('BEGIN to CDD:239805', 1, 83), ('CDD:214586 to END', 290, 390)]"
P50281,582,8.B.14,8.B.14.2,"[('CDD:426277', 36, 88, 52.1), ('CDD:214576', 117, 284, 128.0), ('CDD:239805', 118, 284, 252.0), ('CDD:425668', 118, 284, 274.0), ('CDD:239796', 122, 256, 57.1), ('CDD:239806', 124, 284, 82.1), ('CDD:239804', 139, 284, 77.5), ('CDD:238124', 141, 283, 65.6), ('CDD:213029', 236, 278, 40.7), ('CDD:411395', 237, 257, 43.0), ('CDD:238046', 316, 508, 244.0), ('CDD:214524', 323, 365, 47.6), ('CDD:395000', 323, 365, 48.7), ('CDD:214524', 368, 411, 55.7), ('CDD:395000', 368, 411, 54.9), ('CDD:214524', 415, 460, 55.3), ('CDD:395000', 415, 460, 53.7), ('CDD:214524', 474, 510, 44.2), ('CDD:395000', 474, 508, 43.3), ('CDD:432134', 560, 582, 56.1)]",[]
D0EM77,472,8.B.14,8.B.14.2,"[('CDD:214576', 41, 197, 100.0), ('CDD:239805', 41, 197, 214.0), ('CDD:425668', 41, 197, 210.0), ('CDD:426242', 41, 166, 40.7), ('CDD:239796', 44, 181, 40.9), ('CDD:239806', 44, 197, 67.9), ('CDD:239804', 45, 166, 69.0), ('CDD:275036', 389, 472, 50.9), ('CDD:436869', 391, 470, 44.9)]","[('CDD:239805 to CDD:275036', 198, 388)]"
P04004,478,8.B.14,8.B.14.2,"[('CDD:197571', 20, 62, 72.8), ('CDD:426004', 22, 61, 64.3), ('CDD:238046', 154, 472, 157.0), ('CDD:214524', 161, 200, 48.8), ('CDD:395000', 161, 203, 47.6), ('CDD:214524', 206, 251, 60.7), ('CDD:395000', 206, 251, 56.4), ('CDD:214524', 428, 471, 43.0), ('CDD:395000', 428, 472, 41.4)]","[('CDD:197571 to CDD:238046', 63, 153)]"
R4ZCU1,162,8.B.15,8.B.15.1,"[('CDD:409342', 24, 52, 46.0), ('CDD:409342', 60, 88, 48.3), ('CDD:409342', 96, 124, 48.3), ('CDD:409342', 132, 160, 46.4)]",[]
P60254,33,8.B.16,8.B.16.1,"[('CDD:400438', 1, 33, 42.7)]",[]
C7TRQ6,92,8.B.16,8.B.16.1,"[('CDD:368691', 23, 56, 39.7)]",[]
B8QG00,74,8.B.16,8.B.16.1,"[('CDD:400438', 43, 74, 35.0)]",[]
P81598,37,8.B.16,8.B.16.1,"[('CDD:253691', 1, 37, 51.6)]",[]
P0C615,32,8.B.16,8.B.16.1,"[('CDD:375216', 1, 31, 34.6)]",[]
P56711,80,8.B.16,8.B.16.2,"[('CDD:367269', 2, 70, 50.1)]",[]
Q3yeg0,81,8.B.16,8.B.16.2,"[('CDD:367269', 2, 72, 61.6)]",[]
BAO02241,63,8.B.16,8.B.16.2,"[('CDD:367269', 3, 63, 55.5)]",[]
E2DEL0,82,8.B.16,8.B.16.4,"[('CDD:400434', 37, 78, 54.2)]",[]
P19651,48,8.B.17,8.B.17.1,"[('CDD:109750', 2, 44, 65.2)]",[]
P69928,74,8.B.17,8.B.17.1,"[('CDD:109750', 29, 71, 56.7)]",[]
P01530,49,8.B.17,8.B.17.1,"[('CDD:109750', 3, 47, 57.9)]",[]
P0CH90,85,8.B.17,8.B.17.1,"[('CDD:109750', 41, 83, 69.4)]",[]
B1B5I9,84,8.B.17,8.B.17.1,"[('CDD:109750', 37, 79, 72.9)]",[]
P58604,68,8.B.19,8.B.19.2,"[('CDD:287498', 1, 55, 51.7)]",[]
P81694,122,8.B.19,8.B.19.2,"[('CDD:287498', 37, 101, 88.7)]",[]
B6DCM4,107,8.B.19,8.B.19.2,"[('CDD:287498', 32, 96, 86.0)]",[]
B3EWF3,86,8.B.19,8.B.19.2,"[('CDD:287498', 16, 75, 79.1)]",[]
B6DD31,105,8.B.19,8.B.19.2,"[('CDD:254775', 45, 105, 38.3)]",[]
C0HKG8,183,8.B.19,8.B.19.2,"[('CDD:287498', 44, 98, 42.5), ('CDD:287498', 115, 167, 45.2)]",[]
P81790,116,8.B.19,8.B.19.2,"[('CDD:254775', 41, 111, 94.6)]",[]
P82850,22,8.B.2,8.B.2.1,"[('CDD:71530', 1, 22, 32.3)]",[]
Q6WGI9,36,8.B.2,8.B.2.2,"[('CDD:71554', 1, 36, 45.5)]",[]
P49268,37,8.B.21,8.B.21.1,"[('CDD:400436', 1, 35, 40.0)]",[]
P60977,39,8.B.21,8.B.21.1,"[('CDD:400436', 1, 39, 41.2)]",[]
S8EGJ6,65,8.B.21,8.B.21.1,"[('CDD:428174', 1, 65, 87.1)]",[]
R4IL03,71,8.B.21,8.B.21.1,"[('CDD:375216', 27, 62, 34.2)]",[]
V9LSX2,53,8.B.21,8.B.21.1,"[('CDD:191941', 23, 53, 36.5)]",[]
Q7YZS9,67,8.B.21,8.B.21.1,"[('CDD:375216', 29, 66, 43.9)]",[]
Q9U3Z3,70,8.B.21,8.B.21.1,"[('CDD:375216', 27, 64, 59.7)]",[]
Q8I6V7,90,8.B.22,8.B.22.1,"[('CDD:400036', 57, 83, 46.6)]","[('BEGIN to CDD:400036', 1, 56)]"
AED89561,84,8.B.23,8.B.23.2,"[('CDD:119411', 22, 83, 36.6)]",[]
Q87088,98,8.B.25,8.B.25.1,"[('CDD:368568', 1, 98, 100.0)]",[]
Q89806,96,8.B.25,8.B.25.1,"[('CDD:368568', 26, 91, 93.3)]",[]
D1FXT2,95,8.B.25,8.B.25.1,"[('CDD:368568', 1, 89, 73.7), ('CDD:281543', 40, 90, 34.7)]",[]
U5NPM6,87,8.B.25,8.B.25.1,"[('CDD:368568', 31, 86, 74.8)]",[]
Q782p4,95,8.B.25,8.B.25.1,"[('CDD:368568', 1, 95, 111.0), ('CDD:281543', 18, 91, 64.0)]",[]
G3CKQ5,102,8.B.25,8.B.25.2,"[('CDD:165427', 22, 99, 58.1), ('CDD:281543', 32, 100, 81.3), ('CDD:165434', 48, 99, 70.0)]",[]
G8XTD4,104,8.B.25,8.B.25.2,"[('CDD:281543', 46, 101, 68.2), ('CDD:165427', 48, 98, 40.4)]",[]
Q80KL8,134,8.B.25,8.B.25.2,"[('CDD:281543', 66, 132, 87.5), ('CDD:165434', 72, 133, 44.2), ('CDD:165427', 76, 133, 43.8)]","[('BEGIN to CDD:281543', 1, 65)]"
XP_015517828,69,8.B.26,8.B.26.1,"[('CDD:253170', 29, 67, 36.2)]",[]
Q86DU6,73,8.B.28,8.B.28.1,"[('CDD:367269', 3, 60, 42.8)]",[]
P58925,73,8.B.28,8.B.28.1,"[('CDD:367269', 2, 72, 50.1)]",[]
P01523,74,8.B.28,8.B.28.1,"[('CDD:367269', 2, 74, 44.7), ('CDD:428445', 51, 72, 33.4)]",[]
H2BK14,70,8.B.28,8.B.28.1,"[('CDD:367269', 2, 70, 49.3)]",[]
R4IKI4,63,8.B.28,8.B.28.1,"[('CDD:367269', 1, 57, 43.2)]",[]
Q9BPH7,69,8.B.28,8.B.28.1,"[('CDD:367269', 2, 65, 48.9)]",[]
Q2I2Q5,69,8.B.28,8.B.28.1,"[('CDD:367269', 2, 65, 37.4)]",[]
P56676,81,8.B.3,8.B.3.1,"[('CDD:400201', 49, 79, 43.4)]",[]
P83303,89,8.B.3,8.B.3.1,"[('CDD:400201', 53, 85, 39.2)]","[('BEGIN to CDD:400201', 1, 52)]"
B1P1H2,79,8.B.3,8.B.3.1,"[('CDD:400201', 45, 74, 33.0)]",[]
Q7YT39,82,8.B.3,8.B.3.1,"[('CDD:400201', 47, 78, 34.9)]",[]
P49126,94,8.B.30,8.B.30.1,"[('CDD:340206', 39, 93, 91.5)]",[]
P55816,58,8.B.30,8.B.30.1,"[('CDD:340206', 1, 56, 74.5)]",[]
P55817,61,8.B.30,8.B.30.1,"[('CDD:340206', 1, 55, 77.2)]",[]
Q09470,495,8.B.31,8.B.31.1,"[('CDD:349710', 29, 126, 212.0), ('CDD:349715', 35, 145, 189.0), ('CDD:349718', 35, 128, 48.1), ('CDD:349719', 35, 128, 45.8), ('CDD:349684', 37, 122, 41.6), ('CDD:349686', 37, 121, 195.0), ('CDD:349711', 37, 135, 212.0), ('CDD:349712', 37, 133, 194.0), ('CDD:349713', 37, 133, 192.0), ('CDD:349714', 37, 163, 234.0), ('CDD:349716', 37, 123, 176.0), ('CDD:349717', 37, 136, 213.0), ('CDD:349721', 37, 128, 65.7), ('CDD:349722', 37, 128, 52.9), ('CDD:349723', 37, 128, 82.3), ('CDD:349724', 37, 132, 77.3), ('CDD:349726', 37, 120, 72.3), ('CDD:349727', 37, 120, 72.6), ('CDD:349687', 38, 128, 66.3), ('CDD:349689', 38, 125, 84.3), ('CDD:349720', 38, 128, 54.5), ('CDD:349728', 38, 128, 48.2), ('CDD:197585', 39, 122, 56.2), ('CDD:349496', 39, 108, 48.4), ('CDD:349498', 39, 120, 118.0), ('CDD:349625', 39, 120, 55.6), ('CDD:349626', 39, 121, 99.0), ('CDD:349670', 39, 122, 42.4), ('CDD:349674', 39, 122, 40.1), ('CDD:349679', 39, 121, 40.4), ('CDD:349680', 39, 133, 39.0), ('CDD:349688', 39, 128, 75.1), ('CDD:349691', 39, 129, 49.4), ('CDD:349702', 39, 122, 45.7), ('CDD:349725', 39, 120, 68.8), ('CDD:349730', 39, 129, 43.7), ('CDD:349734', 39, 124, 44.5), ('CDD:426665', 39, 130, 129.0), ('CDD:349731', 40, 99, 49.8), ('CDD:349692', 41, 128, 41.7), ('CDD:349732', 41, 120, 42.4), ('CDD:349733', 41, 124, 45.3), ('CDD:425730', 166, 418, 174.0), ('CDD:429715', 333, 409, 60.3), ('CDD:236711', 357, 412, 46.2)]","[('CDD:425730 to END', 419, 495)]"
P56636,68,8.B.32,8.B.32.1,"[('CDD:191732', 17, 65, 80.9)]",[]
P55963,68,8.B.32,8.B.32.1,"[('CDD:191732', 12, 57, 49.7), ('CDD:311671', 42, 66, 46.9)]",[]
P69657,60,8.B.32,8.B.32.1,"[('CDD:191732', 16, 55, 55.5)]",[]
A1X8B8,68,8.B.32,8.B.32.1,"[('CDD:191732', 17, 65, 81.3)]",[]
AIF30341,59,8.B.32,8.B.32.1,"[('CDD:191732', 16, 58, 45.9)]",[]
L8BU87,37,8.B.32,8.B.32.1,"[('CDD:191732', 3, 37, 43.6)]",[]
ATF27573,63,8.B.32,8.B.32.1,"[('CDD:191732', 22, 60, 47.0)]",[]
A1X8D8,41,8.B.32,8.B.32.1,"[('CDD:191732', 2, 38, 51.3)]",[]
Q86RB2,40,8.B.32,8.B.32.1,"[('CDD:191732', 1, 37, 49.3)]",[]
P0C901,43,8.B.32,8.B.32.1,"[('CDD:191732', 2, 42, 35.1)]",[]
P58811,58,8.B.32,8.B.32.1,"[('CDD:191732', 12, 58, 53.6)]",[]
P0CY81,59,8.B.32,8.B.32.2,"[('CDD:191732', 6, 54, 38.9)]",[]
WP_100686753,182,8.B.35,8.B.35.2,"[('CDD:225563', 58, 139, 56.0), ('CDD:426634', 58, 134, 51.3)]","[('BEGIN to CDD:225563', 1, 57)]"
ATF27802,80,8.B.4,8.B.4.1,"[('CDD:293586', 1, 73, 90.7)]",[]
BAS25445,60,8.B.4,8.B.4.1,"[('CDD:293586', 1, 59, 105.0)]",[]
P58808,61,8.B.4,8.B.4.1,"[('CDD:293586', 1, 58, 65.3)]",[]
Q9BPF4,63,8.B.4,8.B.4.1,"[('CDD:293586', 1, 60, 101.0)]",[]
U6C2B7,82,8.B.4,8.B.4.1,"[('CDD:367269', 1, 82, 70.5)]",[]
R4IL98,73,8.B.4,8.B.4.1,"[('CDD:367269', 1, 73, 45.1)]",[]
P18511,78,8.B.4,8.B.4.1,"[('CDD:367269', 1, 73, 77.8)]",[]
P81755,67,8.B.4,8.B.4.1,"[('CDD:293586', 1, 59, 98.8)]",[]
X5IWS1,82,8.B.4,8.B.4.1,"[('CDD:367269', 1, 69, 45.1)]",[]
P0C666,71,8.B.4,8.B.4.3,"[('CDD:293586', 1, 68, 40.7), ('CDD:367269', 6, 68, 37.0)]",[]
ATF27565,60,8.B.4,8.B.4.3,"[('CDD:293586', 1, 60, 42.6)]",[]
YP_003858588,62,8.B.42,8.B.42.1,"[('CDD:432352', 1, 61, 54.6)]",[]
YP_009724394,61,8.B.42,8.B.42.1,"[('CDD:432352', 1, 61, 81.6)]",[]
AKZ19080,90,8.B.42,8.B.42.1,"[('CDD:432352', 1, 62, 116.0)]",[]
GEL36010,115,8.B.43,8.B.43.1,"[('CDD:430340', 12, 80, 51.1)]",[]
MCD5002297,80,8.B.43,8.B.43.1,"[('CDD:430340', 15, 79, 40.0)]",[]
QBO36134,136,8.B.43,8.B.43.1,"[('CDD:430340', 46, 113, 36.5)]",[]
WP_125548623,103,8.B.43,8.B.43.1,"[('CDD:430340', 13, 80, 41.9)]",[]
P83480,35,8.B.5,8.B.5.1,"[('CDD:400201', 1, 30, 36.5)]",[]
P0C244,35,8.B.5,8.B.5.3,"[('CDD:400201', 2, 31, 33.8)]",[]
P0C246,34,8.B.5,8.B.5.3,"[('CDD:400201', 1, 30, 34.9)]",[]
P60992,35,8.B.5,8.B.5.3,"[('CDD:400201', 1, 30, 38.4)]",[]
P61104,86,8.B.5,8.B.5.3,"[('CDD:400201', 51, 80, 48.8)]",[]
P0C247,86,8.B.5,8.B.5.3,"[('CDD:400201', 51, 80, 48.4)]",[]
P56852,35,8.B.5,8.B.5.3,"[('CDD:400201', 1, 30, 38.0)]",[]
P60590,36,8.B.5,8.B.5.3,"[('CDD:400201', 1, 32, 34.2)]",[]
M5AY63,63,8.B.5,8.B.5.3,"[('CDD:400201', 30, 59, 43.0)]",[]
P30288,48,8.B.6,8.B.6.1,"[('CDD:240575', 4, 39, 36.6), ('CDD:111689', 6, 48, 40.2)]",[]
P11058,37,8.B.6,8.B.6.1,"[('CDD:368691', 1, 34, 40.5)]",[]
P85269,37,8.B.6,8.B.6.1,"[('CDD:240575', 1, 36, 32.8), ('CDD:111689', 2, 37, 37.5)]",[]
D2A1J7,148,8.B.6,8.B.6.1,"[('CDD:240575', 106, 141, 54.3)]","[('BEGIN to CDD:240575', 1, 105)]"
Q5Y4V1,74,8.B.6,8.B.6.1,"[('CDD:368691', 36, 69, 53.6)]",[]
Q5Y4X5,69,8.B.6,8.B.6.1,"[('CDD:368691', 35, 68, 57.8)]",[]
P0C1Z8,42,8.B.6,8.B.6.1,"[('CDD:314405', 1, 42, 53.5)]",[]
P83257,37,8.B.6,8.B.6.1,"[('CDD:368691', 1, 34, 38.9)]",[]
